cohort,skill_id,skill_dirname,skill_name,author,stars,updated_at,github_url,skill_url,file_count,dir_count,max_depth,total_bytes,local_content_path,has_skill_md,skill_md_relpath,skill_md_lines,skill_md_words,heading_count,code_fence_count,ordered_list_count,bullet_list_count,step_signal_count,example_signal_count,boundary_signal_count,placeholder_count,version_mention_count,license_mention_count,has_scripts,has_templates,has_docs,has_config,has_license_file,taxonomy_labels,security_positive_score,security_risk_score,has_security_risk_signal
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-business-sales-skills-apollo-prospecting-skill-md,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-business-sales-skills-apollo-prospecting-skill-md,apollo-prospecting,a5c-ai,81,1769282476,https://github.com/a5c-ai/babysitter/tree/main/plugins/babysitter/skills/babysit/process/specializations/domains/business/sales/skills/apollo-prospecting,https://skillsmp.com/skills/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-business-sales-skills-apollo-prospecting-skill-md,1,0,1,1939,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-business-sales-skills-apollo-prospecting-skill-md/content,True,SKILL.md,77,234,13,6,0,28,0,0,0,0,0,0,False,False,False,False,False,coding_dev;research_analysis;integration_tools,0,0,False
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-civil-engineering-skills-highway-alignment-designer-skill-md,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-civil-engineering-skills-highway-alignment-designer-skill-md,highway-alignment-designer,a5c-ai,81,1769295537,https://github.com/a5c-ai/babysitter/tree/main/plugins/babysitter/skills/babysit/process/specializations/domains/science/civil-engineering/skills/highway-alignment-designer,https://skillsmp.com/skills/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-civil-engineering-skills-highway-alignment-designer-skill-md,1,0,1,1715,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-civil-engineering-skills-highway-alignment-designer-skill-md/content,True,SKILL.md,84,187,10,2,0,41,0,0,0,0,0,0,False,False,False,False,False,documentation_writing;research_analysis;workflow_automation;integration_tools,0,0,False
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-nanotechnology-skills-nanocatalyst-performance-analyzer-skill-md,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-nanotechnology-skills-nanocatalyst-performance-analyzer-skill-md,nanocatalyst-performance-analyzer,a5c-ai,81,1769295537,https://github.com/a5c-ai/babysitter/tree/main/plugins/babysitter/skills/babysit/process/specializations/domains/science/nanotechnology/skills/nanocatalyst-performance-analyzer,https://skillsmp.com/skills/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-nanotechnology-skills-nanocatalyst-performance-analyzer-skill-md,1,0,1,2040,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-nanotechnology-skills-nanocatalyst-performance-analyzer-skill-md/content,True,SKILL.md,94,190,8,4,3,23,0,0,0,0,0,0,False,False,False,False,False,research_analysis;workflow_automation;integration_tools,0,0,False
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-fluid-simulation-skill-md,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-fluid-simulation-skill-md,fluid-simulation,a5c-ai,81,1769265453,https://github.com/a5c-ai/babysitter/tree/main/plugins/babysitter/skills/babysit/process/specializations/game-development/skills/fluid-simulation,https://skillsmp.com/skills/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-fluid-simulation-skill-md,2,0,1,388,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-fluid-simulation-skill-md/content,True,SKILL.md,16,41,2,0,0,4,0,0,0,0,0,0,False,False,False,False,False,domain_specific,0,0,False
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-unreal-development-skill-md,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-unreal-development-skill-md,unreal-development,a5c-ai,81,1769262019,https://github.com/a5c-ai/babysitter/tree/main/plugins/babysitter/skills/babysit/process/specializations/game-development/skills/unreal-development,https://skillsmp.com/skills/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-unreal-development-skill-md,2,0,1,18146,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-unreal-development-skill-md/content,True,SKILL.md,403,1103,24,14,6,38,0,2,1,3,3,0,False,False,False,False,False,coding_dev;devops_infra;workflow_automation;integration_tools,1,0,False
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-product-management-skills-feedback-aggregation-skill-md,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-product-management-skills-feedback-aggregation-skill-md,customer-feedback-aggregation,a5c-ai,81,1769265313,https://github.com/a5c-ai/babysitter/tree/main/plugins/babysitter/skills/babysit/process/specializations/product-management/skills/feedback-aggregation,https://skillsmp.com/skills/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-product-management-skills-feedback-aggregation-skill-md,2,0,1,6258,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-product-management-skills-feedback-aggregation-skill-md/content,True,SKILL.md,196,448,11,6,0,29,0,2,0,0,0,0,False,False,False,False,False,documentation_writing;research_analysis;workflow_automation,0,0,False
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-ux-ui-design-skills-contrast-checker-skill-md,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-ux-ui-design-skills-contrast-checker-skill-md,contrast-checker,a5c-ai,81,1769263287,https://github.com/a5c-ai/babysitter/tree/main/plugins/babysitter/skills/babysit/process/specializations/ux-ui-design/skills/contrast-checker,https://skillsmp.com/skills/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-ux-ui-design-skills-contrast-checker-skill-md,2,0,1,3809,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-ux-ui-design-skills-contrast-checker-skill-md/content,True,SKILL.md,124,235,8,6,0,18,0,1,0,0,2,0,False,False,False,False,False,documentation_writing;integration_tools,2,0,False
random,aarshps-varisankya-android-agent-skills-project-cleanup-skill-md,aarshps-varisankya-android-agent-skills-project-cleanup-skill-md,project-cleanup-guidelines,aarshps,24,1769626832,https://github.com/aarshps/varisankya-android/tree/main/.agent/skills/project-cleanup,https://skillsmp.com/skills/aarshps-varisankya-android-agent-skills-project-cleanup-skill-md,1,0,1,1905,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/aarshps-varisankya-android-agent-skills-project-cleanup-skill-md/content,True,SKILL.md,66,242,10,5,3,17,0,0,3,1,0,0,False,False,False,False,False,coding_dev,2,0,False
random,abdullahbokl-boklo-wallet-agent-skills-architecture-guard-skill-md,abdullahbokl-boklo-wallet-agent-skills-architecture-guard-skill-md,architecture-guard,abdullahbokl,0,1769095460,https://github.com/abdullahbokl/Boklo-Wallet/tree/main/.agent/skills/architecture-guard,https://skillsmp.com/skills/abdullahbokl-boklo-wallet-agent-skills-architecture-guard-skill-md,1,0,1,1338,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/abdullahbokl-boklo-wallet-agent-skills-architecture-guard-skill-md/content,True,SKILL.md,26,186,3,0,4,10,0,0,0,0,0,0,False,False,False,False,False,coding_dev,0,0,False
random,abejitsu-game-settings-panel-claude-skills-generate-output-skill-md,abejitsu-game-settings-panel-claude-skills-generate-output-skill-md,generate-output,AbeJitsu,0,1763007310,https://github.com/AbeJitsu/Game-Settings-Panel/tree/main/.claude/skills/generate-output,https://skillsmp.com/skills/abejitsu-game-settings-panel-claude-skills-generate-output-skill-md,1,0,1,4480,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/abejitsu-game-settings-panel-claude-skills-generate-output-skill-md/content,True,SKILL.md,151,569,21,4,11,54,6,9,1,0,0,0,False,False,False,False,False,coding_dev;documentation_writing;workflow_automation,3,0,False
random,ablassejr-dotfiles-dot-claude-skills-test-data-generator-skill-md,ablassejr-dotfiles-dot-claude-skills-test-data-generator-skill-md,generating-test-data,ablassejr,0,1770665915,https://github.com/ablassejr/dotfiles/tree/main/dot_claude/skills/test-data-generator,https://skillsmp.com/skills/ablassejr-dotfiles-dot-claude-skills-test-data-generator-skill-md,4,3,2,4535,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ablassejr-dotfiles-dot-claude-skills-test-data-generator-skill-md/content,True,SKILL.md,56,497,8,0,9,8,0,3,0,0,1,0,False,False,True,False,False,coding_dev;data_ml_ai;integration_tools,0,0,False
random,adaptationio-skrillz-claude-skills-ac-state-tracker-skill-md,adaptationio-skrillz-claude-skills-ac-state-tracker-skill-md,ac-state-tracker,adaptationio,3,1768523976,https://github.com/adaptationio/Skrillz/tree/main/.claude/skills/ac-state-tracker,https://skillsmp.com/skills/adaptationio-skrillz-claude-skills-ac-state-tracker-skill-md,2,1,2,23241,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/adaptationio-skrillz-claude-skills-ac-state-tracker-skill-md/content,True,SKILL.md,255,590,40,30,0,23,0,0,1,0,3,0,True,False,False,False,False,coding_dev;security;documentation_writing;workflow_automation;integration_tools,1,0,False
random,adaptationio-skrillz-claude-skills-multi-ai-verification-skill-md,adaptationio-skrillz-claude-skills-multi-ai-verification-skill-md,multi-ai-verification,adaptationio,3,1768523976,https://github.com/adaptationio/Skrillz/tree/main/.claude/skills/multi-ai-verification,https://skillsmp.com/skills/adaptationio-skrillz-claude-skills-multi-ai-verification-skill-md,2,0,1,28750,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/adaptationio-skrillz-claude-skills-multi-ai-verification-skill-md/content,True,SKILL.md,1009,2974,138,66,55,172,2,10,8,1,2,0,False,False,False,False,False,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;product_design;integration_tools,18,2,True
random,adaptyvbio-protein-design-skills-skills-boltzgen-skill-md,adaptyvbio-protein-design-skills-skills-boltzgen-skill-md,boltzgen,adaptyvbio,94,1768594416,https://github.com/adaptyvbio/protein-design-skills/tree/main/skills/boltzgen,https://skillsmp.com/skills/adaptyvbio-protein-design-skills-skills-boltzgen-skill-md,2,1,2,14107,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/adaptyvbio-protein-design-skills-skills-boltzgen-skill-md/content,True,SKILL.md,287,903,26,24,0,19,6,0,0,0,5,1,False,False,True,False,False,coding_dev;devops_infra;data_ml_ai;documentation_writing;integration_tools,0,0,False
random,adigunners-adigunners-github-io-claude-skills-backend-api-skill-md,adigunners-adigunners-github-io-claude-skills-backend-api-skill-md,backend-api,adigunners,2,1768456126,https://github.com/adigunners/adigunners.github.io/tree/main/.claude/skills/backend-api,https://skillsmp.com/skills/adigunners-adigunners-github-io-claude-skills-backend-api-skill-md,1,0,1,1286,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/adigunners-adigunners-github-io-claude-skills-backend-api-skill-md/content,True,SKILL.md,28,187,3,0,0,7,0,0,1,0,0,0,False,False,False,False,False,coding_dev;workflow_automation;integration_tools,1,0,False
random,adigunners-adigunners-github-io-claude-skills-global-coding-style-skill-md,adigunners-adigunners-github-io-claude-skills-global-coding-style-skill-md,global-coding-style,adigunners,2,1768456126,https://github.com/adigunners/adigunners.github.io/tree/main/.claude/skills/global-coding-style,https://skillsmp.com/skills/adigunners-adigunners-github-io-claude-skills-global-coding-style-skill-md,1,0,1,1197,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/adigunners-adigunners-github-io-claude-skills-global-coding-style-skill-md/content,True,SKILL.md,27,176,3,0,0,7,0,0,1,0,0,0,False,False,False,False,False,coding_dev;documentation_writing;workflow_automation,1,0,False
random,adrianpuiu-specification-document-generator-specification-architect-skill-md,adrianpuiu-specification-document-generator-specification-architect-skill-md,specification-architect,adrianpuiu,30,1767400772,https://github.com/adrianpuiu/specification-document-generator/tree/master/specification-architect,https://skillsmp.com/skills/adrianpuiu-specification-document-generator-specification-architect-skill-md,17,5,3,121834,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/adrianpuiu-specification-document-generator-specification-architect-skill-md/content,True,SKILL.md,328,1836,47,16,31,78,4,4,3,0,7,0,True,True,True,True,False,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools,5,0,False
random,aegntic-claudeism-claude-skills-testing-automation-skill-md,aegntic-claudeism-claude-skills-testing-automation-skill-md,testing-automation,aegntic,2,1761716019,https://github.com/aegntic/claudeism/tree/main/.claude/skills/testing-automation,https://skillsmp.com/skills/aegntic-claudeism-claude-skills-testing-automation-skill-md,1,0,1,1834,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/aegntic-claudeism-claude-skills-testing-automation-skill-md/content,True,SKILL.md,64,239,15,0,0,23,0,4,0,0,0,0,False,False,False,False,False,coding_dev;devops_infra;research_analysis;workflow_automation;integration_tools,0,6,True
random,agentient-vibekit-plugins-research-tools-skills-research-interviewer-skill-md,agentient-vibekit-plugins-research-tools-skills-research-interviewer-skill-md,research-interviewer,Agentient,0,1769972068,https://github.com/Agentient/vibekit/tree/master/plugins/research-tools/skills/research-interviewer,https://skillsmp.com/skills/agentient-vibekit-plugins-research-tools-skills-research-interviewer-skill-md,11,2,2,191722,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/agentient-vibekit-plugins-research-tools-skills-research-interviewer-skill-md/content,True,SKILL.md,782,2956,43,30,31,95,6,16,10,0,51,0,False,True,True,True,False,data_ml_ai;documentation_writing;research_analysis;workflow_automation,6,0,False
random,agentuity-discord-help-agent-agents-skills-agentuity-cli-auth-whoami-skill-md,agentuity-discord-help-agent-agents-skills-agentuity-cli-auth-whoami-skill-md,agentuity-cli-auth-whoami,agentuity,1,1767561823,https://github.com/agentuity/discord-help-agent/tree/main/.agents/skills/agentuity-cli-auth-whoami,https://skillsmp.com/skills/agentuity-discord-help-agent-agents-skills-agentuity-cli-auth-whoami-skill-md,1,0,1,1088,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/agentuity-discord-help-agent-agents-skills-agentuity-cli-auth-whoami-skill-md/content,True,SKILL.md,58,123,5,8,0,1,1,1,0,0,2,1,False,False,False,False,False,domain_specific,0,0,False
random,agentuity-discord-help-agent-agents-skills-agentuity-cli-cloud-env-get-skill-md,agentuity-discord-help-agent-agents-skills-agentuity-cli-cloud-env-get-skill-md,agentuity-cli-cloud-env-get,agentuity,1,1767561823,https://github.com/agentuity/discord-help-agent/tree/main/.agents/skills/agentuity-cli-cloud-env-get,https://skillsmp.com/skills/agentuity-discord-help-agent-agents-skills-agentuity-cli-cloud-env-get-skill-md,1,0,1,1380,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/agentuity-discord-help-agent-agents-skills-agentuity-cli-cloud-env-get-skill-md/content,True,SKILL.md,68,155,7,8,0,2,0,1,0,0,2,1,False,False,False,False,False,devops_infra,0,0,False
random,agentuity-discord-help-agent-agents-skills-agentuity-cli-cloud-sandbox-cp-skill-md,agentuity-discord-help-agent-agents-skills-agentuity-cli-cloud-sandbox-cp-skill-md,agentuity-cli-cloud-sandbox-cp,agentuity,1,1767561823,https://github.com/agentuity/discord-help-agent/tree/main/.agents/skills/agentuity-cli-cloud-sandbox-cp,https://skillsmp.com/skills/agentuity-discord-help-agent-agents-skills-agentuity-cli-cloud-sandbox-cp-skill-md,1,0,1,2090,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/agentuity-discord-help-agent-agents-skills-agentuity-cli-cloud-sandbox-cp-skill-md/content,True,SKILL.md,86,245,7,12,0,2,0,1,0,0,2,1,False,False,False,False,False,devops_infra;workflow_automation,0,0,False
random,agentuity-docs-doc-agents-agents-skills-agentuity-cli-auth-ssh-list-skill-md,agentuity-docs-doc-agents-agents-skills-agentuity-cli-auth-ssh-list-skill-md,agentuity-cli-auth-ssh-list,agentuity,4,1769137511,https://github.com/agentuity/docs/tree/main/doc-agents/.agents/skills/agentuity-cli-auth-ssh-list,https://skillsmp.com/skills/agentuity-docs-doc-agents-agents-skills-agentuity-cli-auth-ssh-list-skill-md,1,0,1,723,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/agentuity-docs-doc-agents-agents-skills-agentuity-cli-auth-ssh-list-skill-md/content,True,SKILL.md,48,102,5,8,0,1,0,1,0,0,2,1,False,False,False,False,False,domain_specific,0,0,False
random,agentuity-docs-doc-agents-agents-skills-agentuity-cli-cloud-queue-destinations-list-skill-md,agentuity-docs-doc-agents-agents-skills-agentuity-cli-cloud-queue-destinations-list-skill-md,agentuity-cli-cloud-queue-destinations-list,agentuity,4,1769137511,https://github.com/agentuity/docs/tree/main/doc-agents/.agents/skills/agentuity-cli-cloud-queue-destinations-list,https://skillsmp.com/skills/agentuity-docs-doc-agents-agents-skills-agentuity-cli-cloud-queue-destinations-list-skill-md,1,0,1,1003,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/agentuity-docs-doc-agents-agents-skills-agentuity-cli-cloud-queue-destinations-list-skill-md/content,True,SKILL.md,53,106,6,6,0,1,0,1,0,0,2,1,False,False,False,False,False,devops_infra,0,0,False
random,agentuity-docs-doc-agents-agents-skills-agentuity-cli-cloud-sandbox-cp-skill-md,agentuity-docs-doc-agents-agents-skills-agentuity-cli-cloud-sandbox-cp-skill-md,agentuity-cli-cloud-sandbox-cp,agentuity,4,1769137511,https://github.com/agentuity/docs/tree/main/doc-agents/.agents/skills/agentuity-cli-cloud-sandbox-cp,https://skillsmp.com/skills/agentuity-docs-doc-agents-agents-skills-agentuity-cli-cloud-sandbox-cp-skill-md,1,0,1,2089,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/agentuity-docs-doc-agents-agents-skills-agentuity-cli-cloud-sandbox-cp-skill-md/content,True,SKILL.md,86,245,7,12,0,2,0,1,0,0,2,1,False,False,False,False,False,devops_infra;workflow_automation,0,0,False
random,agentuity-docs-doc-agents-agents-skills-agentuity-cli-profile-create-skill-md,agentuity-docs-doc-agents-agents-skills-agentuity-cli-profile-create-skill-md,agentuity-cli-profile-create,agentuity,4,1768878393,https://github.com/agentuity/docs/tree/main/doc-agents/.agents/skills/agentuity-cli-profile-create,https://skillsmp.com/skills/agentuity-docs-doc-agents-agents-skills-agentuity-cli-profile-create-skill-md,1,0,1,1289,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/agentuity-docs-doc-agents-agents-skills-agentuity-cli-profile-create-skill-md/content,True,SKILL.md,71,135,6,10,0,0,0,1,0,0,2,1,False,False,False,False,False,domain_specific,0,0,False
random,agentuity-examples-training-v1-deep-research-v1-agents-skills-agentuity-cli-cloud-vector-delete-namespace-skill-md,agentuity-examples-training-v1-deep-research-v1-agents-skills-agentuity-cli-cloud-vector-delete-namespace-skill-md,agentuity-cli-cloud-vector-delete-namespace,agentuity,3,1766868976,https://github.com/agentuity/examples/tree/main/training-v1/deep-research-v1/.agents/skills/agentuity-cli-cloud-vector-delete-namespace,https://skillsmp.com/skills/agentuity-examples-training-v1-deep-research-v1-agents-skills-agentuity-cli-cloud-vector-delete-namespace-skill-md,1,0,1,1718,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/agentuity-examples-training-v1-deep-research-v1-agents-skills-agentuity-cli-cloud-vector-delete-namespace-skill-md/content,True,SKILL.md,76,186,7,10,0,2,0,1,0,0,2,1,False,False,False,False,False,devops_infra,6,0,False
